Resource ID,Disaster ID,Resource Type,Quantity,Cost (USD),Deployment Date,Location,Status
R-5147,D-1614,Medical,654,40287.01,10/05/2023,Pune,Used
R-5148,D-1893,Shelter,453,19230.97,12/10/2015,Nashik,Pending
R-5149,D-1993,Food,459,7095.71,06/20/2020,Thane,Used
R-5150,D-2435,Medical,671,20515.59,12/01/2023,Latur,Allocated
R-5151,D-2680,Rescue Equipment,817,44550.8,03/18/2022,Kolhapur,Pending
R-5152,D-2780,Medical,669,26399.82,08/26/2015,Aurangabad,Allocated
R-5153,D-2334,Rescue Equipment,593,29858.58,03/28/2020,Amravati,Used
R-5154,D-1156,Medical,971,39124.91,01/25/2024,Pune,Used
R-5155,D-2045,Shelter,673,7890.62,08/05/2015,Pune,Used
R-5156,D-1505,Medical,844,45725.41,03/15/2015,Amravati,Used
R-5157,D-2509,Shelter,507,31943.45,08/30/2022,Amravati,Pending
R-5158,D-1779,Medical,664,8680.9,08/02/2022,Latur,Pending
R-5159,D-1537,Shelter,702,19481.6,07/12/2015,Kolhapur,Used
R-5160,D-2115,Food,299,31947.35,04/19/2017,Mumbai,Pending
R-5161,D-2411,Shelter,719,40695.39,11/01/2022,Amravati,Allocated
R-5162,D-2741,Shelter,611,9658.45,09/26/2016,Ratnagiri,Allocated
R-5163,D-1684,Food,995,33137.2,11/21/2020,Satara,Pending
R-5164,D-1316,Food,920,13628.95,01/27/2021,Ahmednagar,Allocated
R-5165,D-1561,Rescue Equipment,256,20219.07,12/26/2017,Nashik,Pending
R-5166,D-2665,Food,794,28708.39,02/16/2020,Ratnagiri,Pending
R-5167,D-1521,Shelter,338,8870.55,10/24/2017,Amravati,Pending
R-5168,D-1339,Medical,613,25236.85,12/24/2019,Satara,Allocated
R-5169,D-2184,Shelter,600,10546.24,03/12/2022,Nashik,Used
R-5170,D-2664,Rescue Equipment,630,41280.5,12/15/2022,Ahmednagar,Allocated
R-5171,D-1120,Food,749,27254.98,03/25/2023,Pune,Allocated
R-5172,D-1850,Food,161,22783.9,04/07/2021,Mumbai,Pending
R-5173,D-1074,Rescue Equipment,557,46762.27,02/28/2022,Ratnagiri,Used
R-5174,D-1898,Food,709,9469.8,01/21/2017,Nagpur,Pending
R-5175,D-1250,Rescue Equipment,423,24291.82,04/03/2019,Ratnagiri,Pending
R-5176,D-1804,Food,800,30104.05,01/01/2020,Nashik,Used
R-5177,D-1239,Medical,859,21349.0,02/18/2023,Thane,Allocated
R-5178,D-2180,Rescue Equipment,988,39207.31,04/13/2023,Ahmednagar,Allocated
R-5179,D-2441,Food,790,38763.26,02/10/2016,Ahmednagar,Used
R-5180,D-1259,Rescue Equipment,307,13934.45,01/10/2016,Satara,Pending
R-5181,D-1523,Shelter,250,49318.15,08/07/2021,Pune,Used
R-5182,D-2991,Food,835,46690.76,01/13/2016,Ahmednagar,Allocated
R-5183,D-2152,Rescue Equipment,892,41389.66,04/07/2017,Thane,Pending
R-5184,D-1952,Food,954,37942.46,02/12/2024,Satara,Pending
R-5185,D-1060,Shelter,607,5211.73,08/10/2019,Thane,Pending
R-5186,D-1854,Shelter,956,26776.08,05/05/2023,Latur,Allocated
R-5187,D-2183,Medical,691,42889.0,07/26/2016,Ahmednagar,Pending
R-5188,D-1101,Food,814,27201.97,05/26/2024,Kolhapur,Pending
R-5189,D-2065,Medical,940,47568.53,07/05/2020,Nashik,Allocated
R-5190,D-2600,Rescue Equipment,433,13118.78,06/20/2015,Satara,Pending
R-5191,D-2296,Rescue Equipment,314,46205.11,01/06/2024,Ratnagiri,Used
R-5192,D-2209,Food,379,43743.64,12/31/2021,Latur,Used
R-5193,D-2107,Rescue Equipment,822,11209.91,01/04/2016,Nanded,Allocated
R-5194,D-1723,Rescue Equipment,302,41547.94,05/12/2021,Aurangabad,Allocated
R-5195,D-1488,Medical,988,34602.0,12/11/2015,Solapur,Used
R-5196,D-2231,Food,407,28951.0,03/28/2018,Nagpur,Used
R-5197,D-1129,Shelter,412,9599.29,02/13/2016,Kolhapur,Used
R-5198,D-1275,Medical,356,8727.39,09/29/2019,Nashik,Pending
R-5199,D-2490,Food,304,32061.92,06/19/2017,Nanded,Used
R-5200,D-2810,Shelter,626,38238.43,04/06/2015,Nagpur,Pending
R-5201,D-2176,Medical,209,46666.94,04/07/2022,Satara,Allocated
R-5202,D-2509,Rescue Equipment,183,40819.33,11/03/2017,Amravati,Used
R-5203,D-1418,Shelter,835,24147.23,09/13/2023,Nagpur,Allocated
R-5204,D-2959,Medical,697,28844.94,11/24/2015,Nanded,Used
R-5205,D-1547,Medical,616,33061.43,12/30/2018,Kolhapur,Pending
R-5206,D-2573,Food,714,33183.88,11/14/2023,Pune,Pending
R-5207,D-1989,Medical,443,24087.35,07/29/2019,Solapur,Pending
R-5208,D-1495,Food,108,23044.8,03/07/2024,Nagpur,Allocated
R-5209,D-2585,Food,124,16708.9,07/24/2022,Kolhapur,Pending
R-5210,D-2096,Shelter,751,16274.75,05/20/2019,Aurangabad,Used
R-5211,D-2299,Food,771,18927.15,05/04/2022,Ahmednagar,Used
R-5212,D-1145,Medical,880,11109.0,12/20/2016,Nashik,Pending
R-5213,D-1649,Shelter,502,48131.01,09/20/2021,Solapur,Allocated
R-5214,D-1963,Food,213,14496.09,05/15/2017,Nagpur,Used
R-5215,D-2854,Medical,337,36851.6,02/04/2016,Latur,Allocated
R-5216,D-2752,Shelter,842,8989.05,05/10/2022,Mumbai,Pending
R-5217,D-1005,Rescue Equipment,998,11371.67,11/08/2016,Mumbai,Allocated
R-5218,D-2235,Rescue Equipment,499,5087.0,08/21/2015,Ratnagiri,Pending
R-5219,D-1785,Medical,499,7354.28,06/20/2023,Nanded,Used
R-5220,D-2658,Rescue Equipment,352,49068.77,03/27/2018,Amravati,Pending
R-5221,D-2346,Food,483,48281.96,02/25/2021,Thane,Pending
R-5222,D-1811,Shelter,578,30871.35,04/05/2016,Latur,Allocated
R-5223,D-1498,Rescue Equipment,849,40405.03,03/22/2019,Nashik,Used
R-5224,D-2165,Medical,587,41437.06,03/11/2024,Ahmednagar,Pending
R-5225,D-1091,Food,855,39505.15,04/13/2024,Mumbai,Used
R-5226,D-1704,Medical,211,9384.7,09/15/2023,Pune,Allocated
R-5227,D-1191,Medical,921,28867.74,05/19/2018,Nashik,Pending
R-5228,D-2889,Rescue Equipment,736,49739.39,01/14/2023,Nanded,Allocated
R-5229,D-2350,Rescue Equipment,344,20378.33,09/11/2023,Kolhapur,Used
R-5230,D-1659,Medical,960,11642.54,03/25/2019,Nanded,Pending
R-5231,D-2357,Medical,160,49488.06,04/17/2015,Latur,Allocated
R-5232,D-2948,Medical,457,6112.23,09/28/2023,Ahmednagar,Allocated
R-5233,D-2271,Shelter,361,6441.56,10/26/2019,Aurangabad,Allocated
R-5234,D-1312,Medical,373,20603.52,06/04/2021,Latur,Allocated
R-5235,D-1390,Shelter,910,47452.17,04/22/2017,Nashik,Allocated
R-5236,D-1509,Medical,676,42801.61,06/08/2024,Thane,Allocated
R-5237,D-2452,Food,193,37717.23,01/28/2018,Kolhapur,Used
R-5238,D-2433,Rescue Equipment,426,48610.76,09/06/2024,Ahmednagar,Used
R-5239,D-1982,Food,280,15669.9,01/31/2025,Mumbai,Used
R-5240,D-1287,Rescue Equipment,193,23729.61,07/25/2016,Ratnagiri,Pending
R-5241,D-1380,Shelter,170,28063.66,12/14/2023,Amravati,Used
R-5242,D-1465,Rescue Equipment,841,13808.22,02/18/2022,Latur,Used
R-5243,D-2526,Rescue Equipment,585,26238.87,05/26/2020,Nagpur,Pending
R-5244,D-2662,Rescue Equipment,311,16929.84,10/07/2016,Thane,Used
R-5245,D-2814,Food,598,9138.66,01/26/2019,Amravati,Pending
R-5246,D-1744,Shelter,565,42704.79,02/27/2021,Solapur,Allocated
R-5247,D-2485,Shelter,291,10838.22,10/01/2023,Pune,Used
R-5248,D-2427,Food,189,23053.85,11/08/2018,Latur,Used
R-5249,D-1478,Shelter,685,19844.61,12/14/2019,Ratnagiri,Pending
R-5250,D-2493,Shelter,291,36767.89,12/08/2019,Ratnagiri,Allocated
R-5251,D-1635,Medical,115,43611.73,09/07/2018,Nagpur,Allocated
R-5252,D-2728,Food,279,33467.61,11/30/2018,Nanded,Used
R-5253,D-1565,Food,470,21476.61,12/17/2016,Kolhapur,Used
R-5254,D-2823,Rescue Equipment,360,27708.42,06/13/2022,Solapur,Used
R-5255,D-1562,Rescue Equipment,816,20817.98,08/03/2021,Thane,Allocated
R-5256,D-1992,Food,801,11116.03,08/14/2015,Nagpur,Pending
R-5257,D-1765,Food,297,33206.2,10/02/2022,Nanded,Pending
R-5258,D-2446,Shelter,970,11149.79,05/24/2021,Satara,Allocated
R-5259,D-2784,Rescue Equipment,556,39468.85,02/12/2020,Latur,Used
R-5260,D-2442,Rescue Equipment,599,41685.91,09/11/2017,Solapur,Pending
R-5261,D-2613,Shelter,847,12909.6,02/07/2020,Amravati,Allocated
R-5262,D-1054,Medical,596,41596.74,10/09/2017,Ahmednagar,Pending
R-5263,D-1621,Medical,512,35473.64,07/17/2024,Latur,Used
R-5264,D-2613,Medical,590,33242.37,08/02/2024,Nagpur,Used
R-5265,D-2908,Medical,384,22106.86,04/17/2022,Kolhapur,Used
R-5266,D-2535,Food,561,10326.82,04/26/2018,Kolhapur,Allocated
R-5267,D-1409,Shelter,837,22914.15,09/12/2018,Amravati,Pending
R-5268,D-1729,Rescue Equipment,752,19928.93,10/22/2018,Ratnagiri,Pending
R-5269,D-1481,Medical,608,19441.72,05/11/2016,Mumbai,Used
R-5270,D-2880,Medical,563,15238.98,04/28/2024,Thane,Allocated
R-5271,D-1875,Shelter,739,6602.95,10/28/2019,Mumbai,Allocated
R-5272,D-1131,Rescue Equipment,636,19543.98,09/18/2023,Nagpur,Pending
R-5273,D-1875,Shelter,220,15204.22,10/20/2023,Thane,Used
R-5274,D-2487,Rescue Equipment,324,31372.91,08/31/2023,Ratnagiri,Allocated
R-5275,D-2011,Rescue Equipment,907,43373.59,09/19/2020,Pune,Allocated
R-5276,D-2439,Shelter,854,36323.66,05/18/2019,Nashik,Allocated
R-5277,D-1575,Rescue Equipment,817,7989.45,01/30/2022,Aurangabad,Pending
R-5278,D-1510,Food,283,25251.32,09/10/2018,Nagpur,Used
R-5279,D-2528,Medical,347,33476.34,06/11/2015,Nashik,Pending
R-5280,D-2988,Food,193,39712.07,12/04/2022,Solapur,Used
R-5281,D-2232,Medical,279,29480.63,12/25/2018,Amravati,Used
R-5282,D-1387,Rescue Equipment,758,18595.26,02/12/2019,Thane,Used
R-5283,D-2388,Rescue Equipment,466,11999.23,05/29/2015,Nanded,Used
R-5284,D-1902,Rescue Equipment,417,11451.82,12/08/2024,Nanded,Pending
R-5285,D-2214,Rescue Equipment,238,33346.49,12/17/2023,Pune,Pending
R-5286,D-1528,Rescue Equipment,735,6022.21,09/19/2018,Nagpur,Allocated
R-5287,D-2683,Shelter,597,43487.58,05/21/2020,Satara,Pending
R-5288,D-1426,Rescue Equipment,733,15199.17,03/16/2018,Amravati,Used
R-5289,D-1403,Rescue Equipment,677,9849.69,06/29/2015,Nagpur,Allocated
R-5290,D-2566,Shelter,305,30936.5,07/29/2019,Mumbai,Pending
R-5291,D-2417,Shelter,471,49217.27,04/04/2019,Kolhapur,Pending
R-5292,D-2171,Shelter,666,44423.22,12/27/2021,Latur,Allocated
R-5293,D-2688,Rescue Equipment,375,28983.69,06/28/2022,Mumbai,Allocated
R-5294,D-2860,Rescue Equipment,460,48115.97,02/24/2020,Nashik,Allocated
R-5295,D-1093,Medical,745,19768.54,06/04/2016,Thane,Pending
R-5296,D-1354,Rescue Equipment,643,38342.17,11/02/2018,Kolhapur,Allocated
R-5297,D-1496,Rescue Equipment,627,24383.88,04/02/2015,Satara,Pending
R-5298,D-2096,Food,538,45583.57,11/15/2019,Ratnagiri,Used
R-5299,D-2890,Food,557,15727.15,11/23/2022,Thane,Allocated
R-5300,D-1805,Food,189,24998.21,10/27/2020,Nagpur,Pending
R-5301,D-1122,Medical,883,30514.92,02/04/2021,Thane,Used
R-5302,D-1580,Shelter,760,17238.87,08/09/2017,Amravati,Used
R-5303,D-2573,Shelter,270,15269.03,05/16/2021,Aurangabad,Pending
R-5304,D-1942,Food,859,15592.71,10/25/2022,Ratnagiri,Pending
R-5305,D-1025,Medical,976,13456.61,11/27/2021,Satara,Allocated
R-5306,D-1755,Shelter,815,36402.41,02/24/2018,Amravati,Allocated
R-5307,D-2244,Rescue Equipment,338,44350.52,03/13/2022,Ahmednagar,Allocated
R-5308,D-2384,Food,547,38081.97,01/30/2016,Ahmednagar,Allocated
R-5309,D-1077,Rescue Equipment,581,17163.74,08/03/2015,Nanded,Used
R-5310,D-1568,Rescue Equipment,771,5597.19,01/21/2025,Nanded,Allocated
R-5311,D-1813,Food,737,43346.37,09/14/2023,Satara,Pending
R-5312,D-1374,Shelter,776,21059.84,04/18/2022,Solapur,Pending
R-5313,D-2198,Food,513,19397.51,04/26/2015,Nanded,Pending
R-5314,D-1350,Food,724,11291.12,02/08/2025,Nagpur,Pending
R-5315,D-1260,Medical,807,26872.38,01/15/2024,Kolhapur,Pending
R-5316,D-1544,Medical,440,33876.56,09/02/2015,Pune,Allocated
R-5317,D-2336,Medical,543,25604.41,07/02/2016,Thane,Allocated
R-5318,D-2306,Rescue Equipment,263,21745.44,02/04/2022,Kolhapur,Pending
R-5319,D-1064,Medical,264,46512.53,12/30/2015,Mumbai,Pending
R-5320,D-1983,Rescue Equipment,266,19983.13,07/21/2021,Satara,Allocated
R-5321,D-2016,Rescue Equipment,285,14445.66,04/13/2023,Mumbai,Used
R-5322,D-2162,Rescue Equipment,422,34399.19,05/08/2023,Aurangabad,Used
R-5323,D-1448,Food,770,41084.05,07/28/2015,Kolhapur,Used
R-5324,D-2923,Medical,775,40929.98,12/17/2016,Latur,Pending
R-5325,D-1152,Shelter,467,30029.27,08/23/2018,Nashik,Allocated
R-5326,D-2330,Rescue Equipment,782,18489.87,11/09/2019,Solapur,Used
R-5327,D-1874,Shelter,287,39858.3,01/16/2021,Nanded,Allocated
R-5328,D-2846,Rescue Equipment,455,15658.34,08/25/2021,Thane,Pending
R-5329,D-2894,Rescue Equipment,913,18097.98,06/03/2021,Mumbai,Pending
R-5330,D-1538,Medical,378,39194.94,01/20/2016,Nashik,Pending
R-5331,D-1790,Shelter,969,11045.62,07/21/2018,Nagpur,Used
R-5332,D-2313,Food,425,9184.44,07/03/2022,Latur,Allocated
R-5333,D-1223,Rescue Equipment,285,41948.25,07/01/2023,Amravati,Used
R-5334,D-1131,Shelter,978,26680.97,02/23/2022,Ahmednagar,Allocated
R-5335,D-2849,Food,131,34730.72,09/18/2018,Latur,Allocated
R-5336,D-1673,Medical,885,41193.69,05/30/2017,Ratnagiri,Pending
R-5337,D-2070,Food,301,20097.45,06/27/2023,Nanded,Allocated
R-5338,D-2329,Shelter,507,21122.32,08/26/2020,Kolhapur,Pending
R-5339,D-1224,Rescue Equipment,954,10526.72,12/12/2022,Ratnagiri,Allocated
R-5340,D-2426,Food,758,37315.05,01/14/2020,Ratnagiri,Allocated
R-5341,D-2736,Rescue Equipment,290,7421.26,09/24/2017,Nagpur,Allocated
R-5342,D-1719,Shelter,273,14909.99,03/11/2015,Nagpur,Pending
R-5343,D-1121,Food,146,49553.94,09/04/2015,Nanded,Allocated
R-5344,D-1403,Food,749,17232.37,06/23/2024,Aurangabad,Pending
R-5345,D-1345,Rescue Equipment,175,42975.9,08/17/2015,Mumbai,Used
R-5346,D-2794,Medical,819,19792.21,06/14/2018,Pune,Allocated
R-5347,D-2145,Food,288,12528.54,08/21/2015,Aurangabad,Pending
R-5348,D-1492,Food,419,37261.63,12/03/2019,Nagpur,Pending
R-5349,D-2076,Medical,480,29611.73,03/11/2024,Nanded,Allocated
R-5350,D-2510,Rescue Equipment,853,15650.85,09/04/2024,Thane,Pending
R-5351,D-1575,Rescue Equipment,468,48148.8,06/10/2016,Solapur,Pending
R-5352,D-2579,Food,406,19820.84,11/17/2023,Ahmednagar,Allocated
R-5353,D-2121,Food,227,24800.07,04/18/2016,Ahmednagar,Used
R-5354,D-1318,Shelter,395,35541.86,04/29/2020,Mumbai,Pending
R-5355,D-1352,Medical,137,12039.96,11/25/2023,Nashik,Allocated
R-5356,D-1847,Rescue Equipment,427,6107.26,12/26/2024,Nanded,Allocated
R-5357,D-2297,Shelter,732,42930.63,11/27/2022,Aurangabad,Used
R-5358,D-1393,Medical,668,27196.04,11/07/2022,Solapur,Pending
R-5359,D-2691,Shelter,779,36295.4,10/02/2017,Solapur,Pending
R-5360,D-2075,Food,759,30835.15,11/24/2015,Nanded,Allocated
R-5361,D-1763,Medical,843,26707.62,08/14/2015,Aurangabad,Allocated
R-5362,D-2856,Food,646,13305.05,08/20/2016,Kolhapur,Pending
R-5363,D-2415,Medical,872,43268.27,05/26/2023,Mumbai,Used
R-5364,D-1467,Shelter,667,13752.28,05/24/2020,Ahmednagar,Allocated
R-5365,D-2617,Food,861,25559.8,10/18/2023,Pune,Pending
R-5366,D-1635,Medical,625,33193.12,05/17/2024,Ratnagiri,Used
R-5367,D-2281,Medical,232,7119.72,04/09/2022,Solapur,Used
R-5368,D-2268,Food,950,20225.92,09/14/2021,Aurangabad,Pending
R-5369,D-1509,Food,394,29961.99,08/05/2020,Nashik,Allocated
R-5370,D-1724,Shelter,542,11794.18,09/20/2023,Nanded,Allocated
R-5371,D-1775,Food,131,46972.49,11/14/2022,Latur,Allocated
R-5372,D-2616,Medical,635,12205.67,02/16/2023,Nagpur,Pending
R-5373,D-2595,Shelter,671,8176.31,06/28/2017,Thane,Used
R-5374,D-2191,Shelter,567,15002.04,05/26/2020,Amravati,Allocated
R-5375,D-1840,Rescue Equipment,252,11554.95,01/23/2018,Nanded,Used
R-5376,D-2788,Food,586,47791.39,09/26/2024,Amravati,Allocated
R-5377,D-2969,Food,609,32965.58,04/21/2020,Nashik,Used
R-5378,D-2798,Shelter,262,14638.33,11/10/2019,Latur,Pending
R-5379,D-2544,Shelter,729,42518.41,05/30/2015,Nanded,Used
R-5380,D-1216,Rescue Equipment,698,35615.31,10/18/2020,Thane,Pending
R-5381,D-2587,Medical,647,38512.52,09/26/2024,Ahmednagar,Allocated
R-5382,D-1271,Shelter,527,20779.93,01/24/2016,Amravati,Used
R-5383,D-2330,Rescue Equipment,465,49028.01,09/16/2020,Mumbai,Pending
R-5384,D-1228,Rescue Equipment,205,12072.98,08/15/2018,Nashik,Allocated
R-5385,D-1490,Rescue Equipment,592,12697.75,12/23/2016,Nanded,Pending
R-5386,D-1568,Medical,708,30515.08,10/13/2016,Solapur,Used
R-5387,D-1156,Rescue Equipment,808,36775.07,06/25/2024,Satara,Pending
R-5388,D-1850,Rescue Equipment,264,18489.78,06/30/2018,Satara,Pending
R-5389,D-1272,Medical,734,33128.26,09/29/2017,Thane,Pending
R-5390,D-2864,Medical,773,45868.73,07/09/2016,Latur,Pending
R-5391,D-1989,Medical,611,23632.98,07/21/2024,Nashik,Pending
R-5392,D-1933,Shelter,639,28184.36,08/30/2023,Aurangabad,Used
R-5393,D-1134,Food,958,29474.83,11/17/2015,Pune,Allocated
R-5394,D-1217,Shelter,234,6460.36,03/29/2021,Pune,Pending
R-5395,D-2713,Shelter,818,31333.12,01/12/2018,Nagpur,Pending
R-5396,D-1983,Shelter,403,32552.51,10/06/2024,Ratnagiri,Pending
R-5397,D-1126,Food,195,34818.12,07/30/2019,Nanded,Allocated
R-5398,D-2003,Shelter,386,16440.48,03/22/2015,Thane,Allocated
R-5399,D-2686,Medical,564,29079.01,06/23/2022,Nanded,Pending
R-5400,D-1897,Food,395,6315.21,03/10/2022,Nashik,Allocated
R-5401,D-2032,Medical,475,40330.51,08/22/2024,Nashik,Used
R-5402,D-2644,Shelter,119,31816.98,10/01/2020,Mumbai,Pending
R-5403,D-1954,Rescue Equipment,153,43924.32,11/29/2022,Pune,Pending
R-5404,D-2861,Food,662,10163.87,02/04/2022,Mumbai,Allocated
R-5405,D-1811,Shelter,492,7198.63,09/27/2017,Aurangabad,Used
R-5406,D-1076,Medical,966,45635.46,02/15/2023,Nashik,Pending
R-5407,D-3000,Rescue Equipment,242,13509.11,03/01/2023,Ahmednagar,Pending
R-5408,D-1971,Food,523,40855.51,09/10/2016,Thane,Pending
R-5409,D-1817,Rescue Equipment,678,22240.25,07/16/2018,Ratnagiri,Pending
R-5410,D-1465,Rescue Equipment,996,27043.78,04/09/2021,Ahmednagar,Allocated
R-5411,D-2698,Shelter,319,35313.99,09/01/2018,Nagpur,Pending
R-5412,D-1121,Shelter,181,35627.68,10/14/2020,Pune,Allocated
R-5413,D-1066,Shelter,179,26260.66,03/11/2023,Thane,Allocated
R-5414,D-1698,Shelter,778,28661.47,03/11/2022,Nagpur,Allocated
R-5415,D-2578,Shelter,589,8980.79,05/31/2015,Pune,Allocated
R-5416,D-1480,Food,164,42967.01,05/06/2018,Nanded,Used
R-5417,D-1494,Rescue Equipment,991,14566.09,10/12/2016,Amravati,Used
R-5418,D-1037,Rescue Equipment,459,15578.83,02/27/2018,Thane,Pending
R-5419,D-1859,Food,730,37107.88,07/05/2020,Thane,Pending
R-5420,D-1433,Shelter,619,40059.21,10/24/2016,Amravati,Pending
R-5421,D-1473,Medical,589,11952.38,03/11/2019,Satara,Used
R-5422,D-2199,Medical,863,33656.43,12/01/2018,Ratnagiri,Allocated
R-5423,D-1853,Rescue Equipment,401,47514.9,07/13/2024,Pune,Used
R-5424,D-2455,Shelter,599,49495.7,02/22/2016,Latur,Pending
R-5425,D-1216,Shelter,576,6694.15,01/13/2019,Ahmednagar,Used
R-5426,D-2187,Medical,498,26635.36,06/27/2015,Ratnagiri,Used
R-5427,D-2885,Rescue Equipment,154,16165.69,12/04/2024,Ahmednagar,Allocated
R-5428,D-2562,Medical,860,41536.95,08/12/2024,Mumbai,Pending
R-5429,D-2824,Food,429,48967.61,04/20/2022,Satara,Used
R-5430,D-2062,Medical,558,20372.66,11/06/2024,Mumbai,Pending
R-5431,D-1485,Food,718,41534.85,04/22/2023,Aurangabad,Allocated
R-5432,D-1077,Shelter,854,41976.49,04/28/2018,Kolhapur,Allocated
R-5433,D-2632,Shelter,439,47355.73,09/30/2017,Nagpur,Allocated
R-5434,D-1475,Shelter,985,5900.65,04/04/2018,Mumbai,Allocated
R-5435,D-1140,Rescue Equipment,461,31881.03,09/11/2022,Pune,Allocated
R-5436,D-2517,Rescue Equipment,731,37106.12,10/17/2015,Amravati,Pending
R-5437,D-1782,Food,993,31487.5,11/20/2019,Aurangabad,Allocated
R-5438,D-2559,Food,524,6761.97,02/13/2018,Pune,Used
R-5439,D-1302,Medical,210,24213.16,04/19/2022,Mumbai,Used
R-5440,D-2566,Medical,788,19718.91,05/21/2015,Ahmednagar,Pending
R-5441,D-1125,Rescue Equipment,114,23014.41,07/17/2017,Aurangabad,Pending
R-5442,D-1346,Medical,365,20499.09,07/23/2020,Mumbai,Allocated
R-5443,D-2027,Shelter,843,6839.62,08/31/2015,Pune,Pending
R-5444,D-2447,Food,751,28817.35,04/24/2017,Nagpur,Used
R-5445,D-1030,Food,141,24156.82,05/10/2015,Amravati,Pending
R-5446,D-1627,Medical,881,39476.47,04/11/2021,Nashik,Allocated
R-5447,D-1413,Shelter,233,12105.75,12/04/2020,Latur,Allocated
R-5448,D-1695,Shelter,926,8121.83,07/04/2015,Nashik,Used
R-5449,D-2475,Food,208,32705.19,12/03/2016,Satara,Allocated
R-5450,D-1086,Rescue Equipment,678,38093.55,05/31/2024,Aurangabad,Pending
R-5451,D-1718,Food,287,46045.65,02/28/2017,Satara,Allocated
R-5452,D-2079,Food,569,22717.7,06/29/2019,Solapur,Used
R-5453,D-1366,Medical,117,5503.55,11/06/2022,Solapur,Pending
R-5454,D-2119,Food,426,45765.78,02/24/2016,Latur,Used
R-5455,D-2561,Shelter,638,11911.79,03/22/2022,Nanded,Allocated
R-5456,D-1272,Medical,991,30087.29,08/23/2024,Pune,Pending
R-5457,D-1306,Medical,744,28572.57,08/20/2021,Nagpur,Allocated
R-5458,D-1201,Shelter,794,11570.69,07/11/2021,Latur,Used
R-5459,D-2149,Rescue Equipment,981,7666.69,09/24/2018,Nanded,Pending
R-5460,D-1367,Medical,124,38876.86,03/29/2018,Nashik,Used
R-5461,D-2036,Medical,940,21869.87,08/18/2016,Ratnagiri,Pending
R-5462,D-1189,Medical,778,20388.47,06/13/2017,Satara,Allocated
R-5463,D-2533,Rescue Equipment,581,17450.81,01/02/2021,Nashik,Pending
R-5464,D-1036,Rescue Equipment,139,10743.58,11/07/2019,Nanded,Allocated
R-5465,D-2620,Medical,117,45137.18,05/27/2020,Nagpur,Used
R-5466,D-1827,Rescue Equipment,887,49170.15,08/31/2024,Thane,Used
R-5467,D-1666,Shelter,795,7617.77,05/03/2015,Latur,Allocated
R-5468,D-1692,Medical,214,47198.32,11/24/2022,Thane,Used
R-5469,D-2001,Shelter,769,13141.97,02/26/2015,Satara,Allocated
R-5470,D-1545,Shelter,668,38969.53,12/01/2016,Ahmednagar,Allocated
R-5471,D-1899,Food,396,35169.27,09/01/2019,Nagpur,Used
R-5472,D-1181,Shelter,763,41215.66,02/01/2019,Nanded,Allocated
R-5473,D-2413,Shelter,902,18097.17,10/01/2022,Pune,Allocated
R-5474,D-2606,Food,749,20520.37,02/23/2022,Ratnagiri,Allocated
R-5475,D-2684,Shelter,952,18315.43,04/11/2017,Ratnagiri,Used
R-5476,D-1987,Medical,216,27547.63,06/11/2023,Nashik,Used
R-5477,D-2473,Rescue Equipment,720,20793.65,10/15/2019,Aurangabad,Used
R-5478,D-2724,Food,739,12736.98,02/18/2018,Nanded,Pending
R-5479,D-1188,Food,844,25182.78,12/30/2018,Latur,Allocated
R-5480,D-2581,Rescue Equipment,785,37277.96,01/20/2022,Kolhapur,Pending
R-5481,D-1347,Medical,315,45382.34,10/05/2017,Latur,Pending
R-5482,D-2426,Rescue Equipment,564,49791.65,05/11/2022,Nashik,Allocated
R-5483,D-2472,Shelter,245,37339.57,12/20/2024,Pune,Allocated
R-5484,D-1714,Shelter,790,18861.04,11/24/2023,Aurangabad,Allocated
R-5485,D-2310,Food,247,44568.99,04/18/2018,Amravati,Pending
R-5486,D-1154,Medical,297,31740.25,04/25/2015,Aurangabad,Allocated
R-5487,D-2891,Food,879,43707.33,11/08/2019,Ahmednagar,Used
R-5488,D-2133,Food,604,8468.2,07/17/2022,Amravati,Allocated
R-5489,D-1822,Rescue Equipment,633,38324.28,02/15/2020,Thane,Pending
R-5490,D-2598,Medical,166,13695.98,12/28/2020,Nagpur,Allocated
R-5491,D-2863,Rescue Equipment,147,32562.63,06/15/2018,Nashik,Pending
R-5492,D-2881,Medical,335,38866.82,10/04/2021,Nashik,Pending
R-5493,D-2803,Rescue Equipment,674,32510.94,06/27/2017,Solapur,Used
R-5494,D-2599,Shelter,853,46974.12,11/23/2018,Nanded,Pending
R-5495,D-1582,Medical,433,38409.21,09/22/2021,Nagpur,Used
R-5496,D-2758,Shelter,792,33898.56,08/17/2020,Ahmednagar,Used
R-5497,D-1494,Shelter,132,24997.86,05/09/2024,Nagpur,Pending
R-5498,D-1105,Rescue Equipment,706,39712.7,07/02/2020,Ratnagiri,Used
R-5499,D-1719,Shelter,439,23251.03,09/14/2017,Kolhapur,Pending
